tweets,Subjectivity,Polarity,Analysis
LeBron James opens up with Lil B in an unexpected interview hosted by PETA.,1.0,0.1,1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: h…,0.35,0.15000000000000002,1
_kini: For a shawl ??? Why would you want that 😭,0.0,0.0,0
 She will donate to peta,0.0,0.0,0
"fuck it, PETA hentai ",0.6,-0.4,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
: Have you gone insane ? Drinking 'White' milk is a symbol of 'White Supremacy'? Please do some Yoga headstands and pray…,0.3333333333333333,-0.3333333333333333,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
   What do we do about this? Horrendous cruelty,0.0,0.0,0
"I love your vegan doughnuts, but I don’t love that I can’t get them in your shops. Time to roll ‘em out,… ",0.6,0.5,1
Hey  I challenge you to a vegan chicken cook off with ! Add it to your menu and I'll be the jud… ,0.95,-0.75,-1
  _Sakurai  I rather have a weak pokemon and of FE character than this piece of shit,0.7125,-0.2875,-1
Hey  - my fav chicken is vegan! Add it to your menu please 🙏🌱 VeganiseYourMenu   ,0.95,-0.75,-1
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
", please add a VeganBurger to your menu! I volunteer as a taste-tester. 😉🍔🌱VeganiseYourMenu   ",0.0,0.0,0
1 peta down :&gt;,0.2888888888888889,-0.15555555555555559,-1
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
 Peta blocked me what did they say,0.0,0.0,0
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
: We will continue to be nuisance for beef mafia that does illegal slaughter. We don't need PETA for this.,0.5,-0.5,-1
 _uk     These people are so vulgar in their methods. These delphin's belongs to no m… ,0.8,-0.7,-1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
"20 June 2022, we should all raid PETA HQ, for being a horrible company, they can't stop us all, right? RaidPETA2022",0.7678571428571428,-0.35714285714285715,-1
This got my dick hard ,0.5416666666666666,-0.2916666666666667,-1
: We will continue to be nuisance for beef mafia that does illegal slaughter. We don't need PETA for this.,0.5,-0.5,-1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
  Right,0.5357142857142857,0.2857142857142857,1
": Autumn has landed &amp; so has burgundy. 🍁100% Organic Cotton, Vegan Friendly, Peta approved Unisex t-shirts. 🌱 ",0.5,0.375,1
 So good 🔥🔥🔥😍😍😍😩😩😩😩😩😩,0.6000000000000001,0.7,1
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
   Spouting crap in the channel 4 interview about tradition and ecology and non of th… ,0.8,-0.8,-1
: the peta Homestuck ,0.0,0.0,0
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
_merino: No one wants to see abused animals forced to perform. Tell these venues not to host Jordan World Circus until it drops it…,0.15000000000000002,-0.05000000000000002,-1
": She knows that clothes should never take an animal’s life and that’s why she makes such a difference.

Wishing  a…",0.5,0.0,0
     I need them to rise up and end this world already,0.0,0.0,0
: There is SUCH AN INCREDIBLE AMOUNT OF ANIMAL TORTURE DONE AT THE HANDS OF HUMANS PAID BY TAX $$- is this right?  HELL. NO!! I…,0.6452380952380952,0.4488095238095238,1
_: shii look bussin ngl,0.0,0.0,0
: We will continue to be nuisance for beef mafia that does illegal slaughter. We don't need PETA for this.,0.5,-0.5,-1
: We will continue to be nuisance for beef mafia that does illegal slaughter. We don't need PETA for this.,0.5,-0.5,-1
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
Dogs are being deliberately bred to develop crippling muscle diseases. Take action: ,0.1,0.1,1
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
     why u @ atlantis,0.0,0.0,0
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
"sympathize with, largely due to my strong support for non-human animal rights (a cause that is basically the epitom… ",0.5541666666666667,0.15416666666666665,1
THE HIDDEN REPLIES LMAOOO ,0.3333333333333333,-0.16666666666666666,-1
shii look bussin ngl ,0.0,0.0,0
I hope everyone associated with this picture will have a very miserable and painful life ,0.95,-0.85,-1
"  _ssbu   Huh? Wdym, a peta employee stole a woman's dog and put it… ",0.0,0.0,0
you know what.. i would suck a cow tiddy so lemme enjoy my chocolate shake betch ,0.3333333333333333,0.13333333333333336,1
: We will continue to be nuisance for beef mafia that does illegal slaughter. We don't need PETA for this.,0.5,-0.5,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
    Who has two liters of cocaine?,0.0,0.0,0
: We will continue to be nuisance for beef mafia that does illegal slaughter. We don't need PETA for this.,0.5,-0.5,-1
:   Are journalists unbiased and fair? Have Leigh Sales/ Peta Credlin appeared in Gladys presser y…,0.9,0.7,1
  And PETA talked to the owner/trainer of the bear.,0.0,0.0,0
: We will continue to be nuisance for beef mafia that does illegal slaughter. We don't need PETA for this.,0.5,-0.5,-1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: http…,0.35,0.15000000000000002,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
": PETA urges PM Modi to declare Gandhi Jayanti as ‘National Meat-Free Day’ 

Read:  ",0.0,0.0,0
: Our lab has been the object of vicious and baseless attacks by PETA. Thank you to  for providing an informed…,1.0,-1.0,-1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
"  Bless you Ingrid and thank you for the constant ,continued work you do to help sabe and rescue… ",0.3333333333333333,0.0,0
": Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
  …",0.5,0.13636363636363635,1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: http…,0.35,0.15000000000000002,1
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
": Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
  …",0.5,0.13636363636363635,1
  Speaking of writing things to be purposely misleading mby someone with an agenda... Hows your propoganda campaign coming?,0.0,0.0,0
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: http…,0.35,0.15000000000000002,1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
: It’s probably out of frustration.  ,0.0,0.0,0
: It’s probably out of frustration.  ,0.0,0.0,0
    Seriously  tho why do you have that hair and why the fuck is your head shaped like that,0.6333333333333333,-0.3666666666666667,-1
 Vegan foods are parts of plant body too!,0.0,0.0,0
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
 If peta came to Mauritius undercovered they would see a lot of stray dogs,0.0,0.0,0
Kinda hot tbh ,0.8500000000000001,0.25,1
_thinker This is discrimination! Why didn't you ask about the Elephant head having a human body. PETA will sue… ,0.1,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
_whale i’m peta! here to protect the whales 😆,0.0,0.0,0
"_W_Global: AnimalSuffering Continues on Santorini 

 via ",0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
": “Today I don’t feel like doing anything” 
 
 
 
peacefulljammuandkasmir ",0.0,0.0,0
she electrocuted the bird.. CALL PETA !!!!! ,0.0,0.0,0
"_Treaty: Thank you  for endorsing the PlantBasedTreaty! 

With an International Plant Based Treaty we can create an equitabl…",0.0,0.0,0
This is reckless. The brutal killing of wildlife in the name of 'tradition'. It's a legal form of wildlife crime on… ,0.6,-0.3375,-1
The Rajahsulaymantheater was one of Fort Santiago’s old military barracks. It was converted into an open-air theat… ,0.15000000000000002,0.0,0
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now:…,0.35,0.15000000000000002,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
: Urge parkrun to Cut Ties With the ‘Happy’ Egg Co ,1.0,0.8,1
"_W_Global: AnimalSuffering Continues on Santorini 

 via ",0.0,0.0,0
_Leeming     a big thank you to you too to  … ,0.1,0.0,0
_Irony  Peta will have a field trip with the new batches of euthanizations.,0.45454545454545453,0.13636363636363635,1
 @_Dr00gs It was clearly a joke making fun of PETA that went over your head.,0.29166666666666663,0.2,1
" YES, NOW GOGO BUY HAAHAHHA IDK IF URE DOING PETA GIMME A SCREENSHOT OF U BUYING HIM HEHEHAH",0.0,0.0,0
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: http…,0.35,0.15000000000000002,1
 Wait who was this about?,0.0,0.0,0
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
": It’s never too early to speak up for animals!

Join us and the baby by urging _USA to drop their Iditarod sponsorship…",0.3,0.125,1
: Didn’t Leigh Sales and Peta Credlin attempt to tag team bully Dan Andrew’s?,0.0,0.0,0
"Yes, so that  can lose rest of the vote share of meat eaters! 

We believe you George Soros funded commun… ",0.0,0.0,0
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
"// just had a discussion on peta’s interpretation on cooking mama and what she’d be in bed, too or bottom",0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
  That bear was Union. PETA can’t say shit,0.8,-0.2,-1
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
": Starvation, disease, torture: this is the real American horror story ⬇️ ",0.0,0.0,0
: Even vegans are forced to support morally bankrupt experimenters through their taxes  ➡️  ,0.225,-0.15000000000000002,-1
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
: A former employee testified at her DTRC hearing that a trainer punished a horse by withholding food for four days. Please jo…,0.0,0.0,0
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
": Starvation, disease, torture: this is the real American horror story ⬇️ ",0.0,0.0,0
: Even vegans are forced to support morally bankrupt experimenters through their taxes  ➡️  ,0.225,-0.15000000000000002,-1
: We told you not to trust government-funded monkey labs. AHSDoubleFeature ,0.0,-0.05,-1
: It’s probably out of frustration.  ,0.0,0.0,0
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
: It’s probably out of frustration.  ,0.0,0.0,0
take action or call out yung ka  ,0.1,0.1,1
wait until PETA knows about this ,0.0,0.0,0
 i already knew it as a kid because we used to have a PETA DVD which we threw away years later,0.0,0.0,0
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
 _Eubanks This just inspired me to eat even more fruits and veggies while watching  ,0.5,0.5,1
" Is it ok if I can catch fish for my spouse? U wont eat it, but I wld like to catch and cook it. Kindly t… ",0.7,0.55,1
"  also declare the same in Eid too when millions are slaughtered for no reason. 
… ",0.125,0.0,0
what are they doing here?? 😭 ,0.0,0.0,0
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
   Pull out them tiddies a homie needs some milk for his coffee,0.0,0.0,0
"sorry, couldn’t hear you over my family guy box set playing on my PS2. giggity giggity goo! haha. hey peta! like wh… ",0.65,-0.1875,-1
 More pressure and coercion.. looks like businesses will also suffer the pressure of it being their ch… ,0.5,0.5,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
: harrie twt: ,0.0,0.0,0
"  And if you're vegan, everything is a joke.",0.0,0.0,0
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
 : 283aa680-5bea-4a26-81b3-af0295267a04,0.0,0.0,0
: What if PETA approved a product but that product used a plant that a particular animal needs to survive and the company…,0.3333333333333333,0.16666666666666666,1
 I’m surprised PETA didn’t say something!,0.9,0.125,1
": Abbott obviously deserves much scorn for his treatment of Gillard… but Julie Bishop, Peta Credlin, Bronwyn Bishop and M…",0.35,0.1,1
 but rats are gross and also have you ever heard of overpopulation. and also getting in peoples faces and sham… ,0.0,0.0,0
   WHERE WERE YOU WHEN WE NEEDED YOU ?????????,0.0,0.0,0
 Bitch,0.0,0.0,0
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
 Do u fart ass,0.0,0.0,0
Urge the COP26 Climate Summit to Serve a Fully Vegan Menu  via ,0.0,0.0,0
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
"  Woaaahhhh duuuude thats craaazy, I didn't ask",0.0,0.0,0
 Yeah I know,0.0,0.0,0
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
": PETA is best known for lying with their full chest on their poorly written website articles, comparing ""speciesism"" to racis…",0.4833333333333334,0.3166666666666667,1
  then that means that this dlc sucks,0.3,-0.3,-1
 Poop,0.0,0.0,0
 Butter,0.0,0.0,0
": Abbott obviously deserves much scorn for his treatment of Gillard… but Julie Bishop, Peta Credlin, Bronwyn Bishop and M…",0.35,0.1,1
 Boobs,0.0,0.0,0
  Fr fr im stealin all of them,0.0,0.0,0
Genuinely been thinking that it would be almost impossible to livestream at the Brisbane entertainment centre becau… ,0.75,-0.1333333333333333,-1
: YouBetYourLife co-host &amp; vegan _Eubanks dressed up as a strawberry is a mood 🍓 ,0.0,0.0,0
: I liked this appeal tweet of PETA but PETA SM handler has hidden all the Eid related replies shows how biased their activism…,0.5111111111111111,0.14444444444444446,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
: I liked this appeal tweet of PETA but PETA SM handler has hidden all the Eid related replies shows how biased their activism…,0.5111111111111111,0.14444444444444446,1
":  _Eubanks Now I'm inspired to eat more vegetables. 
vegetarian 🥬🥒🥦🌶🌽🧄🥔🧅🥕",0.5,0.5,1
: I liked this appeal tweet of PETA but PETA SM handler has hidden all the Eid related replies shows how biased their activism…,0.5111111111111111,0.14444444444444446,1
": look how quickly the teaser spread, imagine how quickly spoilers will spread when the movie actually comes out… a loss for a…",0.3666666666666667,0.2222222222222222,1
": “Today I don’t feel like doing anything” 
 
 
 
peacefulljammuandkasmir ",0.0,0.0,0
: Our lab has been the object of vicious and baseless attacks by PETA. Thank you to  for providing an informed…,1.0,-1.0,-1
 Stop hidden my fucking comment:,0.5666666666666667,-0.3833333333333333,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
 Nigga,0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
. come get him. ,0.0,0.0,0
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ht…,0.35,0.15000000000000002,1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
": Abbott obviously deserves much scorn for his treatment of Gillard… but Julie Bishop, Peta Credlin, Bronwyn Bishop and M…",0.35,0.1,1
 : a88d047a-a613-43fd-b6a4-ed5942c3a2d5,0.0,0.0,0
": “Today I don’t feel like doing anything” 
 
 
 
peacefulljammuandkasmir ",0.0,0.0,0
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
 _ssb   What do you have to say about the hugely increased euthanization ra… ,0.9,0.4000000000000001,1
": Abbott obviously deserves much scorn for his treatment of Gillard… but Julie Bishop, Peta Credlin, Bronwyn Bishop and M…",0.35,0.1,1
 is it true that you support the kkk and we’re once wearing kkk uniforms to protest a dog race/dog show,0.65,0.35,1
dick so good it gave shawty the swine flu ,0.6000000000000001,0.7,1
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
"Twenty-One Pilots
Raised for Slaughter
Animal Rights
Pets
PETA
Milk",0.0,0.0,0
"also declare the same in Eid too when millions are slaughtered for no reason. 

 

  
… ",0.125,0.0,0
"  also declare the same in Eid too when millions are slaughtered for no reason. 
… ",0.125,0.0,0
": “Today I don’t feel like doing anything” 
 
 
 
peacefulljammuandkasmir ",0.0,0.0,0
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
: the peta Homestuck ,0.0,0.0,0
: I liked this appeal tweet of PETA but PETA SM handler has hidden all the Eid related replies shows how biased their activism…,0.5111111111111111,0.14444444444444446,1
": Testing on animals is bad science. 
Join us in paving the way for better, more efficient, animal-free medical future: ",0.3583333333333333,0.06000000000000003,1
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
": Ahead of Gandhi Jayanti, PETA India asks  to declare the day “National Meat-Free Day” to recognise Gandhi’s pri…",0.0,0.0,0
"  I hope PETA goes after them, not because I think they'd win but because it's our best chance of getting rid of PETA",0.35,0.9,1
