tweets,Subjectivity,Polarity,Analysis
: Breaking  eyewitness footage shows shocking abuse to elephants in Thailand's tourism industry. TAKE ACTION FOR E…,0.55,-0.45,-1
: The crocodiles raised &amp; slaughtered for their skin in _Paris factory farms are victims of intensive confinement &amp; tor…,0.0,0.0,0
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
VIDEO: Monkey Fright Night in a Government Lab! ,0.0,-0.0625,-1
Get a Good Night's Sleep by Asking Marriott to Ban Wild-Animal Displays ,0.6000000000000001,0.7,1
": Wrong pic 🤦‍♂️
Pulling outta work and heading home..
Gonna be a good night. 
SPNFamily ",0.75,0.09999999999999998,1
Breaking PETA Exposé Reveals Cruelty in Your Cashmere Sweater ,0.0,0.0,0
 This is why I never eat meat!,0.0,0.0,0
"Tell Gucci That Tigers, Monkeys, and Owls Suffer for Its Ads ",0.0,0.0,0
Shopping at Petco Hurts Animals ,0.0,0.0,0
"NEWS: PETA is planning a protest at Lilly HQ in Indianapolis. 

Here's why: ",0.0,0.0,0
Ask Frozen Yogurt Chains to Add Vegan Options! ,0.0,0.0,0
"  You are the most sad and desperate organization ever. Damn though this KFC is bussing, also this hamburger with a tall glass of milk is good too.",0.775,0.024999999999999994,1
10 Years Behind Bars: Free the Dogs in TAMU's Muscular Dystrophy Lab ,0.75,0.0,0
"  Peta Murphy. Yes, &amp; with a Labor fed govt she will be able to do more. She’s really well liked on the MP.",0.53125,0.44999999999999996,1
: when will PETA stop posting furry porn as an argument...,0.0,0.0,0
Urge J.Crew Group to Ban Wool and Cashmere ,0.0,0.0,0
Wisconsin Historical Society: Animal Circuses Belong in the History Books! ,0.0,0.0,0
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
Minks Suffer for Fur Lashes! Urge Lilly Lashes to Stop Selling Them ,0.0,0.0,0
Tell Taiwan to Stop Allowing Cruel Animal Tests ,1.0,-1.0,-1
Pledge to End Animal Homelessness ,0.0,0.0,0
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
Domino’s–We Want Vegan Pizza! ,0.0,0.0,0
"Groundbreaking Undercover Investigation: Crying, Vomiting Alpacas Tied Down, Cut Up for Sweaters and Scarves ",0.4444444444444444,-0.1777777777777778,-1
Maybe next time  will go to a slaughterhouse wearing a PETA shirt. ,0.0,0.0,0
: Breaking  eyewitness footage shows shocking abuse to elephants in Thailand's tourism industry. TAKE ACTION FOR E…,0.55,-0.45,-1
   I’m calling  hold on we are going to roll up on the block,0.0,0.0,0
LSU Pays Christine Lattin to Pump Sparrows Full of Sex Hormones ,0.55,0.35,1
Urge Albertsons to Ban Glue Traps ,0.0,0.0,0
  The person and the whole company based on what they look like after making this tweet ,0.4,0.2,1
Urge the German Military to Stop Killing Pigs in Trauma Training! ,0.05,-0.0625,-1
 Well I was just down by Paw Paw Illinois and I never seen a single bird anywhere.  So building windmills are killing birds. BIDEN WON'T BE ALIVE TO SEE WHAT DAMAGE HE HAS DONE TO THE Birds. Which do have a role in the world. PETA HELP,0.3010582010582011,-0.04232804232804233,-1
URGENT: Help Shut Down Live-Animal Meat Markets That Breed Deadly Diseases ,0.34444444444444444,-0.1777777777777778,-1
Pledge to Go Vegan! ,0.0,0.0,0
Tell Health Officials to Shut Down Filthy NYC Live-Animal Markets ,0.6444444444444445,-0.4777777777777778,-1
: Breaking  eyewitness footage shows shocking abuse to elephants in Thailand's tourism industry. TAKE ACTION FOR E…,0.55,-0.45,-1
Why Is This State Attorney Failing to Act on Miami Seaquarium's Alleged Cruelty to Animals? ,0.1,-0.1,-1
Urge lululemon to Ditch Down! ,0.2888888888888889,-0.19444444444444448,-1
    And milk causing autism isn't?,0.0,0.0,0
   Nope no one fell for the circus. Right down to the dancing bear. Where is PETA when you need them?Laws against abuse of animals.,0.4123015873015873,0.06507936507936506,1
_V: _ssj    _Emu  Hello  wake up....Deepavali is nearby. And ye…,0.0,0.0,0
    Not if I kill you first.,0.3333333333333333,0.25,1
Please Ask Movistar+ to Stop Supporting the Torture and Killing of Bulls ,0.25,0.25,1
Urge International Retailer TJX to Stop Selling Angora! ,0.0,0.0,0
: Breaking  eyewitness footage shows shocking abuse to elephants in Thailand's tourism industry. TAKE ACTION FOR E…,0.55,-0.45,-1
I finally understand! peta is euthanizing animals left and right to protect them from being abused! They're so brave. 😶‍🌫️,0.6339285714285714,0.28928571428571426,1
:          _…,0.0,0.0,0
PETA to Department of Justice: End Gruesome Trauma Training on Animals ,1.0,-1.0,-1
: this is like showing up to a peta protest wearing fur and eating a cheeseburger,0.0,0.0,0
"Monkeys Chained, Abused for Coconut Milk: A PETA Asia Investigation ",0.0,0.0,0
" Yeah, like that time you mindfuck everyone into thinking milk causes fucking autism.",0.8,-0.6,-1
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
" Delicious.

I'm a fucking cannibal.

You got a problem with that?",0.9,0.2,1
"one of the weirdest timelines

 ",0.0,0.0,0
:   Damn bro that was mad funny ,1.0,-0.1875,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
"I'll be doing commissions before sleeping, wise choice than to do my peta due tomorrow 😌",0.6375,0.2875,1
  why don't you ban their product as same as you do with Thai coconut milk product from your misunderstanding. You use double standard with asia country world will not respect your organization anymore and everyone disappoint with your response. PETA,0.041666666666666664,0.0,0
: PETA Games - Angry Video Game Nerd (AVGN) ,0.7,-0.45,-1
: We told you not to trust government-funded monkey labs. AHSDoubleFeature ,0.0,-0.05,-1
: this is like showing up to a peta protest wearing fur and eating a cheeseburger,0.0,0.0,0
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
": VICTORY! After a relentless campaign from PETA &amp; our supporters,  is ending its sponsorship of the Iditarod!

With yo…",0.0,0.0,0
"Marilyn Monroe meets animal rights activist with this gorgeous gown, the tea is  revealled that she would wear the  if they made their forthcoming clothes completely fur-free, and of course, they did! Someone call  we found their next ambassador! ",0.43333333333333335,0.27499999999999997,1
_ssj    _Emu  Hello  wake up....Deepavali is nearby. And yes what about these dolphins?,0.0,0.0,0
   peta wants to deprive us nutrients abundance from our land and sea.,0.1,0.2,1
Oh fuck off PETA. Spare us your hypocrisy. “Japanese company behind upcoming egg farm in Singapore 'aware' of PETA's allegations of animal cruelty” ,0.38749999999999996,-0.1375,-1
PETA President Visits Site of Historic Case 40 Years Later | PETA Prime ,0.0,0.0,0
  yall just want more excuses to put down animals,0.3944444444444445,0.17222222222222222,1
: A former employee testified at her DTRC hearing that a trainer punished a horse by withholding food for four days. Please joi…,0.0,0.0,0
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
" OH, AND HEY PETA, YOUR FUCKING CHAIS OVER THERE SHOWING JUST HOW MUCH YOU ""SAVED"". TOTALLY NOT PUTTING MOST OF THEM DOWN TO SLEEP.",0.5077777777777778,-0.01111111111111111,-1
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
" Loving and respecting animals does not include following PETA. Don't point fingers if you have ever used makeup, used household cleaners, or are not a vegetarian. The First People hunted to live and respected their prey. Stop with Fauci bashing.",0.4708333333333333,0.24659090909090908,1
You may have slipped into a repetitive pattern lately without ... More for Leo ,0.45,-0.01666666666666668,-1
 Have some puppies to make u feel better instead ,0.5,0.5,1
  Ada lesen!! Plz peta i sleep..,0.0,0.0,0
 Happy Birthday! 🎉🎉🎉 We hope your day is full of lots of fun and delicious vegan treats 🍦🎂🍩🍪,0.6875,0.6625000000000001,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
Urge the Government to Commit to Ending All Experiments on Animals ,0.0,0.0,0
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
": It’s never too early to speak up for animals!

Join us and the baby by urging _USA to drop their Iditarod sponsorship…",0.3,0.125,1
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
 PETA be killing more turtles than anyone  isn't that right?,0.5178571428571428,0.39285714285714285,1
": A Prophecy 
Song by Asking Alexandria
",0.0,0.0,0
": Does this look helpful to humans!? 
 More than 90% of basic research, most of which involves experiments on animals, fa…",0.375,0.3333333333333333,1
": Tote bags available 
Delivery on Thursdays in town(Maseru)
Price: M65 and M100 
Contact: +266 53785494
(Thread) ",0.4,0.4,1
": 

Finally, Animals cruelter convicted 👍👍👍👍👍👍👍👍🐾🐾🐾🐾🐾🐾",1.0,0.0,0
 He died cut PETA got to him,0.0,0.0,0
_S _game_show  _peta This character is so cute! ☺️,1.0,0.625,1
": _inc   FINN 🐶 needs loving home 🏡. If, you want a bff, companion, &amp; great protector. Here he resides…",0.85,0.7,1
Ask the Greek minister to ban cruel donkey and mule rides on Santorini immediately. ,0.5,-0.5,-1
Who wants to roast PETA with me? ,0.1,0.2,1
 Peta Twitch ,0.0,0.0,0
Me with Asterion. ,0.0,0.0,0
I just made a donation to PETA to help put a stop to cruelty to animals - please join me.,0.0,0.0,0
": The future is kinder. 
Join us:  ",0.125,0.0,0
 _Moxon    Thank you and so sorry to hear this!,1.0,-0.625,-1
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
: the peta Homestuck ,0.0,0.0,0
" I don’t get it either. The weirdest thing is that my aunt is a rabid environmentalist, was part of PETA, protested for women’s rights and now votes for the conservatives. Although I suspect she likely migrated to the ppc as she is a huge Sloan fan. 🤦‍♀️",0.95,0.20000000000000004,1
just finished a peta AND MY BACK IS KILLING ME NA,0.0,0.0,0
:    I'm gonna drink even more milk now,0.5,0.5,1
: PETA Games - Angry Video Game Nerd (AVGN) ,0.7,-0.45,-1
". . Come out of your damn burrows. Say something if you have the guts, you cowards ",0.0,0.0,0
: We will continue to be nuisance for beef mafia that does illegal slaughter. We don't need PETA for this.,0.5,-0.5,-1
"Seriously PETA? Fuck you and your cause. You don't even help the animals you swear to help. Stop kidding yourselves. 😑
",0.6333333333333333,-0.3666666666666667,-1
"  They are biased .. simple and straight .. sometimes I am thinking, they are being controlled by some agenda",0.37857142857142856,0.1,1
Horny af ,0.0,0.0,0
gonna be ia until 1st week of October its our peta week and our test is on October 🙁,0.0,0.0,0
dna 7 peta due nxt week and more to go💔,0.4375,0.1875,1
"   why u have only one child in South Asia i.e  , or I am wrong here. you should have petamiddleeast petapakistan petaChina , as ur presence requires there .or they are not allowing…I heard your child   is being biased like its father, I mean you😊😊",0.8624999999999999,-0.2708333333333333,-1
 PETA’s new strategy to reduce meat consumption?,0.45454545454545453,0.13636363636363635,1
" notBREAKING:

Various rumours are that  is hunting other high-profile personnel.

Names mentioned include Peta Credlin, Rowan Dean, Andrew Bolt &amp; Craig Kelly.
Alan Jones is strongly tipped to take over Media Watch from ",0.5361111111111111,0.10277777777777776,1
: when will PETA stop posting furry porn as an argument...,0.0,0.0,0
: PETA Games - Angry Video Game Nerd (AVGN) ,0.7,-0.45,-1
"Hello , did you block me because of me tagging you it stuff like this? peta Petalert ",0.0,0.0,0
Very cool additional service from our Public Library  ,0.45583333333333337,0.22749999999999998,1
   if u donated to peta I will chew your hairline off,0.0,0.0,0
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
" blocked me, why !? ",0.0,0.0,0
"  Vicious, baseless ? Come on. If the government would give you GUYS the money to invest in non animal research, you GUYS would do it ! Cause it's all about the money tiens !        ",1.0,-1.0,-1
 Lmoooa ,0.0,0.0,0
PETA to Wamos Air: Don’t Ship Monkeys to Labs ,0.0,0.0,0
_varela  That poor cat 🥺,0.6,-0.4,-1
: PETA Games - Angry Video Game Nerd (AVGN) ,0.7,-0.45,-1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
": The future is kinder. 
Join us:  ",0.125,0.0,0
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
Urge These Fast-Food Chains to Up Their Vegan Game  -there is no need to keep the horrors of animals for food alive because now there are MANY choices to replace these animals plus you’ll do the planet some good as a bonus!!,0.47500000000000003,0.3,1
"TY, and congratulations to . ",0.0,0.0,0
sponsored by peta,0.0,0.0,0
:         _Wl…,0.0,0.0,0
the peta,0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
"

Finally, Animals cruelter convicted 👍👍👍👍👍👍👍👍🐾🐾🐾🐾🐾🐾",1.0,0.0,0
: It’s probably out of frustration.  ,0.0,0.0,0
 i’ll call ,0.0,0.0,0
_paras     look into this please,0.0,0.0,0
Animal Suffering Continues on Santorini  via ,0.0,0.0,0
_ONEFLA _FLA  Happy anniversary Peta! 🙌🏾🎉🎉🎉,1.0,1.0,1
fuCK YOU PETA,0.6,-0.4,-1
"  Apparently their pee, farts, burps and poo all contain dangerous chemicals for the environment",0.625,-0.27499999999999997,-1
Ajinomoto—the world's largest maker of the food flavor enhancer monosodium glutamate (MSG)—has ignored PETA's pleas for it to end deadly animal tests. Take action!  via ,0.25,-0.037500000000000006,-1
ᶦ    ˢᵗᶦˡˡ   ʰᵃᵛᵉ ⁿᶦᵍʰᵗ    ᵐᵃʳᵉˢ   ᶠʳᵒᵐ     ᵗʰᵉ     ᵗᶦᵐᵉ ᵖᵉᵗᵃ      ᶜᵃᵘᵍʰᵗ ᵐᵉ,0.0,0.0,0
": Abbott obviously deserves much scorn for his treatment of Gillard… but Julie Bishop, Peta Credlin, Bronwyn Bishop and M…",0.35,0.1,1
"  Well, what did i tell ya'? You did in-fact hide this tweet... Nice job.",1.0,0.6,1
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
"  I thought it was the cow farts, it’s the pee too? 😩",0.16666666666666666,-0.13333333333333333,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
      Your video is ready. Do you want it removed? contact @/LuisMayoV ,0.5,0.2,1
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
: when will PETA stop posting furry porn as an argument...,0.0,0.0,0
"Congratulations to all the winners of 's inaugural Vegan Wedding Awards

",0.0,0.0,0
"Over 20,000 PETA Supporters Called For McPlant – Now, It’s Finally Here ",1.0,0.0,0
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
_WRLD  killer fish from san diego,0.0,0.0,0
 We have seen and read about this. How is Peta involved in this issue ?,0.0,0.0,0
me when ur mom when we your mom n me when your mom n me and ur mom an ,0.0,0.0,0
"got a youtube ad for PETA, get this shit outta here",0.8,-0.2,-1
" The Achievements of the Covid-19 Vaccination in Jakarta is Exceeding the Target. Per today the vaccination targets, 5,840,290 (75%) residents of DKI Jakarta have been vaccinated with dose 1.  meanwhile 50 % of DKI have been vacced with dose 2",0.0,0.0,0
: PETA Games - Angry Video Game Nerd (AVGN) ,0.7,-0.45,-1
Request Activist Materials  via ,0.0,0.0,0
: PETA Games - Angry Video Game Nerd (AVGN) ,0.7,-0.45,-1
": History in the making ✊ If you didn’t see this yet, you need to. 
 
Actor and animal rights activist Casey Affleck joined forces…",0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
": The future is kinder. 
Join us:  ",0.125,0.0,0
"After the success of our first ChimpManagement course last year, we’re hosting a more in-depth programme that will enable you to develop an understanding of your own mind and how you can use it to improve your performance. Don’t miss out - book today!  ",0.38,0.36,1
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
Japanese company behind upcoming egg farm in Singapore 'aware' of PETA's allegations of animal cruelty  Singapore ,0.31666666666666665,-0.05000000000000001,-1
    ok but overlook bay leaked ocean peta first,0.41666666666666663,0.375,1
": She knows that clothes should never take an animal’s life and that’s why she makes such a difference.

Wishing  a…",0.5,0.0,0
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
": Oscar, Golden Globe, Critics Choice, AACTA, and BAFTA winner, Massachusetts native, and animal rights champion Casey Affleck is s…",0.5,0.3,1
": Oscar-winner, Massachusetts native, &amp; animal rights champion Casey Affleck is standing up for sensitive marmosets tortured at …",0.9,0.1,1
": You know you’ve really messed up when a celebrity makes a public appearance to ask you to stop.

Casey Affleck is joining PETA at…",0.13333333333333333,0.1,1
: this is like showing up to a peta protest wearing fur and eating a cheeseburger,0.0,0.0,0
": BREAKING: ’s  claims to study menopause in marmosets, but MARMOSETS DON’T EXPERIENCE MENOPAUSE.
 
Experi…",0.0,0.0,0
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
 Just who the hell was she trying to impress? Rich people? This is like PETA. Their goal is to stop abuse of animals then they go off hack cocked on some sillyness. Instead of kill 2 birds with one stone feel 2 birds with one scone. No wonder no one takes them seriously.,0.7083333333333333,0.020833333333333343,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
: Watch  founder  tell the fascinating story about how she shut down an animal lab hidden in a strip mall a…,0.49074074074074076,0.1259259259259259,1
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
"_guthier Let's hope that this will answer your question
",0.0,0.0,0
": Leigh Sales from Sydney, popped up in Melbourne presser and got stuck into Dan Andrews, just like Peta Credlin did.

Has she e…",0.0,0.0,0
: NSW Premier  says it’s “too early” for a royal commission into the handling of COVID-19 by governments in Australi…,0.3,0.1,1
A former employee testified at her DTRC hearing that a trainer punished a horse by withholding food for four days. Please join  in calling for all racing commissions to protect horses like this filly and ban this trainer. ,0.0,0.0,0
Dogs are being deliberately bred to develop crippling muscle diseases. Take action: ,0.1,0.1,1
": The future is kinder. 
Join us:  ",0.125,0.0,0
"_witherow:   True. I do wish that McCartneys food did not have soy, and palm oil in it. Using alternatives wo…",0.65,0.35,1
: Rodeo = legalized animal cruelty.  Award-winning documentary by Action for Animals Oakland () &amp; …,0.05,0.05,1
Help  protect animals from torturous experiments. Donate now and your gift will be matched! StopAnimalTesting ,0.0,0.0,0
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
     STOP THIS NOW,0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
may advantages rin pala wattpad for cwrit peta,0.0,0.0,0
": The future is kinder. 
Join us:  ",0.125,0.0,0
":  believe you me, if animals had the chance and intelligence to do this to us they would",0.0,0.0,0
": PROGRESS! Just two weeks in and we’re already a tenth of the way to our goal—but we still need 900,000 folks to take action!
 
He…",0.1,0.125,1
: PETA Games - Angry Video Game Nerd (AVGN) ,0.7,-0.45,-1
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
So cow pee is a major cause of our global warming issue and  dont want us eating steak?? Make it make sense,0.2222222222222222,-0.02361111111111111,-1
": Carnasie Brooklyn - Side effect of blanket eviction moratorium.
It allows for animal abuse!


…",0.0,0.0,0
Fuck peta for putting up animal abuse ads without warning,0.6,-0.4,-1
Horny on main ,0.3333333333333333,0.16666666666666666,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
"Slaughter of nearly 1,500 dolphins sparks outcry over traditional hunt in Faroe Islands. Disgusting. dolphins murder hunt peta ",0.7166666666666667,-0.3,-1
: Sickening. Another eg here to see. Cruelty&amp; Barbarity reigns. Heartfelt blessings to those who fight against it daily eve…,0.6666666666666666,-0.3,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
"I'm sorry if any1 thinks this tweet is offensive, but fuck ",0.8,-0.45,-1
": The future is kinder. 
Join us:  ",0.125,0.0,0
Join PETA’s Action Team | People for the Ethical Treatment of Animals ,0.35,0.15000000000000002,1
Peta mojito is online! Check out their broadcast! The topic is: Peta mojito's broadcast! REALITY ,0.0,0.0,0
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
Shout out to that time 6 months ago when I got blocked by those dumb fucks at Peta.,0.5,-0.375,-1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
Urge These Fast-Food Chains to Up Their Vegan Game - PETA UK ,0.4,-0.4,-1
"Over 20,000 PETA Supporters Called For McPlant – Now, It’s Finally Here ",1.0,0.0,0
: Pigeons DIE miserable deaths at a gruelling race in South Africa – it needs to end:  ,1.0,-1.0,-1
"// animal abuse mention

jeez fuck a peta ad with horrible animal abuse just came up while i was watching youtube and I'm shaking what the fuck",0.7333333333333334,-0.6,-1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
": PROGRESS! Just two weeks in and we’re already a tenth of the way to our goal—but we still need 900,000 folks to take action!
 
He…",0.1,0.125,1
":  But Australia allows Alexander Australia the designer to sell fur products as ethical. Shame on 
…",0.6,0.2,1
: Sky News Queensland Editor Peter Gleeson says Deputy Premier  has been given the job as the “head of the left…,0.0,0.0,0
: We told you not to trust government-funded monkey labs. AHSDoubleFeature ,0.0,-0.05,-1
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
 PETA  Where are you?,0.0,0.0,0
": Pigeon racing is the most violent blood sport you’ve never heard of.
",0.75,-0.15000000000000002,-1
 : f682d363-9b55-4f55-a48d-f948fb4af96e,0.0,0.0,0
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
": AOC wearing a ""tax the rich"" dress to a millionaires gala, is about as smart as wearing a fur coat to a PETA fundraiser.",0.6964285714285714,0.29464285714285715,1
 Oh t'as peta le tome de OP,0.0,0.0,0
Can't wait to tweet  (if they didn't block me) how dumb they must be when the final smash dlc comes out and they failed to put a literal fucking chicken in the game,0.63,-0.375,-1
  Let me get one so I can piss peta off,0.0,0.0,0
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
: PETA Games - Angry Video Game Nerd (AVGN) ,0.7,-0.45,-1
": Bigotry begins when categories such as race, age, gender, sex, sexual orientation, or species are used to justify discri…",0.6666666666666667,0.25,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
:    I'm gonna drink even more milk now,0.5,0.5,1
: PETA President Ingrid Newkirk Visits Site of Silver Spring Monkeys’ Case  via ,0.0,0.0,0
PETA President Ingrid Newkirk Visits Site of Silver Spring Monkeys’ Case  via ,0.0,0.0,0
: Help Retire Lolita and the Orcas at Marineland Antibes to a Seaside Sanctuary  via ,0.0,0.0,0
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
"  Mannn, they is stopid there making there mascot fight other animals that are in the game and they got angry at Nintendo for Pokèmon because creatures were fighting 🤡🤥",0.5916666666666667,-0.3416666666666666,-1
_f0x_Art There was Peta DVDs? Lol,0.7,0.8,1
: Rodeo = legalized animal cruelty.  Award-winning documentary by Action for Animals Oakland () &amp; …,0.05,0.05,1
: Love this so much! 👏 ,0.4,0.375,1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
: when will PETA stop posting furry porn as an argument...,0.0,0.0,0
Hey  I challenge you to a vegan chicken cook off with ! Add it to your menu and I'll be the judge 👀 VegnaiseYourMenu VeganiseYourMenu ,0.95,-0.75,-1
" _Sakurai  You've got to be stupid if you think a fucking chicken of all things would be made into a smash bros fighter

Go ahead, block me for this tweet. Won't change anything.",0.975,-0.7,-1
" , 

You said not to eat animals, so now, I eat humans, hope you're happy. :D",1.0,0.9,1
: Credlin: Time to stop ‘obsessing about our emissions’ | Sky News Australia ,0.0,0.0,0
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
"Lolita has been suffering in the smallest orca tank in the world for over a half-century at the  in Florida. Ask the Miami-Dade state attorney, , to help her:  Via ",0.0,0.0,0
"_84 _mahlburg I don't normally watch tv these days, but it was a 4 person panel and Paul had to leave to go to his regular show. Both he and Peta separately stated that those unwilling to vaxx in a vaxx mandated job should lose said job. It was appalling.",0.5423076923076923,-0.06666666666666667,-1
Japanese company behind upcoming egg farm in Singapore 'aware' of PETA's allegations of animal cruelty - CNA ,0.31666666666666665,-0.05000000000000001,-1
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
" I await the manifestation of , ,  and  on this!",0.0,0.0,0
: PETA Games - Angry Video Game Nerd (AVGN) ,0.7,-0.45,-1
"_: Japanese company behind upcoming egg farm in Singapore 'aware' of PETA's allegations of animal cruelty 

",0.31666666666666665,-0.05000000000000001,-1
"_macaron _macaron Hi Peta, please send me your application number by Direct Message with a brief explanation (for your security please don’t send any other personal details) and we will look into this for you. Emily",0.35208333333333336,-0.006249999999999999,-1
"Japanese company behind upcoming egg farm in Singapore 'aware' of PETA's allegations of animal cruelty 

",0.31666666666666665,-0.05000000000000001,-1
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via  GoVegan,0.0,0.0,0
": Does this look helpful to humans!? 
 More than 90% of basic research, most of which involves experiments on animals, fa…",0.375,0.3333333333333333,1
   Sea Shepherd has been fighting it in the European courts for years: ,0.0,0.0,0
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
Animals Suffering at Roadside Zoos Need Your Help  via ,0.0,0.0,0
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
: the peta Homestuck ,0.0,0.0,0
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
_1: auspol PETA:Good on U 4 finally quizzng a leadr[Gladys]-bt we truly need U 2 grill Morrisn-ask hm is Mathias a lame duck at OE…,0.875,-0.25,-1
 Didnt people face loss every year from influenza in the past? Let’s not forget loved ones lost to diseases other than covid.. all loss is devastating,0.60625,-0.16875,-1
   already have,0.0,0.0,0
